tales	similarity (overlap of top 10 nouns)
('46. Fitchers Vogel .', '82. De Spielhansl .')	0
('46. Fitchers Vogel .', '84. Hans heirathet .')	0
('46. Fitchers Vogel .', '85. Die Goldkinder .')	0
('46. Fitchers Vogel .', '86. Der Fuchs und die Gänse .')	0
('47. Von dem Machandelboom .', '49. Die sechs Schwäne .')	0
('47. Von dem Machandelboom .', '50. Dornröschen .')	0
('47. Von dem Machandelboom .', '51. Fundevogel .')	0
('47. Von dem Machandelboom .', '53. Sneewittchen .')	0
('47. Von dem Machandelboom .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	0
('47. Von dem Machandelboom .', '55. Rumpelstilzchen .')	0
('47. Von dem Machandelboom .', '56. Der Liebste Roland .')	0
('47. Von dem Machandelboom .', '59. Der Frieder und das Catherlieschen .')	0
('47. Von dem Machandelboom .', '60. Die zwei Brüder .')	0
('47. Von dem Machandelboom .', '62. Die Bienenkönigin .')	0
('47. Von dem Machandelboom .', '64. Die goldene Gans .')	0
('47. Von dem Machandelboom .', '65. Allerleirauh .')	0
('47. Von dem Machandelboom .', '67. Die zwölf Jäger .')	0
('47. Von dem Machandelboom .', '68. De Gaudeif un sien Meester .')	0
('47. Von dem Machandelboom .', '70. Die drei Glückskinder .')	0
('47. Von dem Machandelboom .', '71. Sechse kommen durch die ganze Welt .')	0
('47. Von dem Machandelboom .', '72. Der Wolf und der Mensch .')	0
('47. Von dem Machandelboom .', '73. Der Wolf und der Fuchs .')	0
('47. Von dem Machandelboom .', '75. Der Fuchs und die Katze .')	0
('47. Von dem Machandelboom .', '76. Die Nelke .')	0
('47. Von dem Machandelboom .', '77. Das kluge Grethel .')	0
('47. Von dem Machandelboom .', '79. Die Wassernixe .')	0
('47. Von dem Machandelboom .', '80. Von dem Tode des Hühnchens .')	0
('47. Von dem Machandelboom .', '81. Bruder Lustig .')	0
('47. Von dem Machandelboom .', '82. De Spielhansl .')	0
('47. Von dem Machandelboom .', '83. Hans im Glück .')	0
('47. Von dem Machandelboom .', '86. Der Fuchs und die Gänse .')	0
('48. Der alte Sultan .', '55. Rumpelstilzchen .')	0
('48. Der alte Sultan .', '57. Der goldene Vogel .')	0
('48. Der alte Sultan .', '59. Der Frieder und das Catherlieschen .')	0
('48. Der alte Sultan .', '62. Die Bienenkönigin .')	0
('48. Der alte Sultan .', '65. Allerleirauh .')	0
('48. Der alte Sultan .', '67. Die zwölf Jäger .')	0
('48. Der alte Sultan .', '68. De Gaudeif un sien Meester .')	0
('48. Der alte Sultan .', '70. Die drei Glückskinder .')	0
('48. Der alte Sultan .', '77. Das kluge Grethel .')	0
('48. Der alte Sultan .', '79. Die Wassernixe .')	0
('48. Der alte Sultan .', '80. Von dem Tode des Hühnchens .')	0
('48. Der alte Sultan .', '81. Bruder Lustig .')	0
('48. Der alte Sultan .', '82. De Spielhansl .')	0
('48. Der alte Sultan .', '86. Der Fuchs und die Gänse .')	0
('49. Die sechs Schwäne .', '58. Der Hund und der Sperling .')	0
('49. Die sechs Schwäne .', '59. Der Frieder und das Catherlieschen .')	0
('49. Die sechs Schwäne .', '61. Das Bürle .')	0
('49. Die sechs Schwäne .', '66. Häsichenbraut .')	0
('49. Die sechs Schwäne .', '68. De Gaudeif un sien Meester .')	0
('49. Die sechs Schwäne .', '70. Die drei Glückskinder .')	0
('49. Die sechs Schwäne .', '72. Der Wolf und der Mensch .')	0
('49. Die sechs Schwäne .', '74. Der Fuchs und die Frau Gevatterin .')	0
('49. Die sechs Schwäne .', '77. Das kluge Grethel .')	0
('49. Die sechs Schwäne .', '78. Der alte Großvater und der Enkel .')	0
('49. Die sechs Schwäne .', '80. Von dem Tode des Hühnchens .')	0
('49. Die sechs Schwäne .', '82. De Spielhansl .')	0
('49. Die sechs Schwäne .', '83. Hans im Glück .')	0
('49. Die sechs Schwäne .', '84. Hans heirathet .')	0
('49. Die sechs Schwäne .', '86. Der Fuchs und die Gänse .')	0
('50. Dornröschen .', '51. Fundevogel .')	0
('50. Dornröschen .', '58. Der Hund und der Sperling .')	0
('50. Dornröschen .', '59. Der Frieder und das Catherlieschen .')	0
('50. Dornröschen .', '60. Die zwei Brüder .')	0
('50. Dornröschen .', '61. Das Bürle .')	0
('50. Dornröschen .', '64. Die goldene Gans .')	0
('50. Dornröschen .', '66. Häsichenbraut .')	0
('50. Dornröschen .', '68. De Gaudeif un sien Meester .')	0
('50. Dornröschen .', '72. Der Wolf und der Mensch .')	0
('50. Dornröschen .', '74. Der Fuchs und die Frau Gevatterin .')	0
('50. Dornröschen .', '75. Der Fuchs und die Katze .')	0
('50. Dornröschen .', '77. Das kluge Grethel .')	0
('50. Dornröschen .', '78. Der alte Großvater und der Enkel .')	0
('50. Dornröschen .', '79. Die Wassernixe .')	0
('50. Dornröschen .', '80. Von dem Tode des Hühnchens .')	0
('50. Dornröschen .', '81. Bruder Lustig .')	0
('50. Dornröschen .', '82. De Spielhansl .')	0
('50. Dornröschen .', '83. Hans im Glück .')	0
('50. Dornröschen .', '84. Hans heirathet .')	0
('50. Dornröschen .', '86. Der Fuchs und die Gänse .')	0
('51. Fundevogel .', '52. König Drosselbart .')	0
('51. Fundevogel .', '53. Sneewittchen .')	0
('51. Fundevogel .', '55. Rumpelstilzchen .')	0
('51. Fundevogel .', '56. Der Liebste Roland .')	0
('51. Fundevogel .', '57. Der goldene Vogel .')	0
('51. Fundevogel .', '58. Der Hund und der Sperling .')	0
('51. Fundevogel .', '60. Die zwei Brüder .')	0
('51. Fundevogel .', '62. Die Bienenkönigin .')	0
('51. Fundevogel .', '63. Die drei Federn .')	0
('51. Fundevogel .', '65. Allerleirauh .')	0
('51. Fundevogel .', '66. Häsichenbraut .')	0
('51. Fundevogel .', '67. Die zwölf Jäger .')	0
('51. Fundevogel .', '68. De Gaudeif un sien Meester .')	0
('51. Fundevogel .', '70. Die drei Glückskinder .')	0
('51. Fundevogel .', '71. Sechse kommen durch die ganze Welt .')	0
('51. Fundevogel .', '72. Der Wolf und der Mensch .')	0
('51. Fundevogel .', '74. Der Fuchs und die Frau Gevatterin .')	0
('51. Fundevogel .', '76. Die Nelke .')	0
('51. Fundevogel .', '78. Der alte Großvater und der Enkel .')	0
('51. Fundevogel .', '82. De Spielhansl .')	0
('51. Fundevogel .', '83. Hans im Glück .')	0
('51. Fundevogel .', '84. Hans heirathet .')	0
('51. Fundevogel .', '86. Der Fuchs und die Gänse .')	0
('52. König Drosselbart .', '53. Sneewittchen .')	0
('52. König Drosselbart .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	0
('52. König Drosselbart .', '55. Rumpelstilzchen .')	0
('52. König Drosselbart .', '56. Der Liebste Roland .')	0
('52. König Drosselbart .', '57. Der goldene Vogel .')	0
('52. König Drosselbart .', '60. Die zwei Brüder .')	0
('52. König Drosselbart .', '62. Die Bienenkönigin .')	0
('52. König Drosselbart .', '69. Jorinde und Joringel .')	0
('52. König Drosselbart .', '72. Der Wolf und der Mensch .')	0
('52. König Drosselbart .', '73. Der Wolf und der Fuchs .')	0
('52. König Drosselbart .', '75. Der Fuchs und die Katze .')	0
('52. König Drosselbart .', '77. Das kluge Grethel .')	0
('52. König Drosselbart .', '79. Die Wassernixe .')	0
('52. König Drosselbart .', '80. Von dem Tode des Hühnchens .')	0
('52. König Drosselbart .', '81. Bruder Lustig .')	0
('52. König Drosselbart .', '82. De Spielhansl .')	0
('52. König Drosselbart .', '86. Der Fuchs und die Gänse .')	0
('53. Sneewittchen .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	0
('53. Sneewittchen .', '57. Der goldene Vogel .')	0
('53. Sneewittchen .', '58. Der Hund und der Sperling .')	0
('53. Sneewittchen .', '59. Der Frieder und das Catherlieschen .')	0
('53. Sneewittchen .', '60. Die zwei Brüder .')	0
('53. Sneewittchen .', '61. Das Bürle .')	0
('53. Sneewittchen .', '62. Die Bienenkönigin .')	0
('53. Sneewittchen .', '63. Die drei Federn .')	0
('53. Sneewittchen .', '64. Die goldene Gans .')	0
('53. Sneewittchen .', '65. Allerleirauh .')	0
('53. Sneewittchen .', '66. Häsichenbraut .')	0
('53. Sneewittchen .', '67. Die zwölf Jäger .')	0
('53. Sneewittchen .', '68. De Gaudeif un sien Meester .')	0
('53. Sneewittchen .', '69. Jorinde und Joringel .')	0
('53. Sneewittchen .', '70. Die drei Glückskinder .')	0
('53. Sneewittchen .', '71. Sechse kommen durch die ganze Welt .')	0
('53. Sneewittchen .', '72. Der Wolf und der Mensch .')	0
('53. Sneewittchen .', '73. Der Wolf und der Fuchs .')	0
('53. Sneewittchen .', '74. Der Fuchs und die Frau Gevatterin .')	0
('53. Sneewittchen .', '75. Der Fuchs und die Katze .')	0
('53. Sneewittchen .', '77. Das kluge Grethel .')	0
('53. Sneewittchen .', '78. Der alte Großvater und der Enkel .')	0
('53. Sneewittchen .', '79. Die Wassernixe .')	0
('53. Sneewittchen .', '80. Von dem Tode des Hühnchens .')	0
('53. Sneewittchen .', '82. De Spielhansl .')	0
('53. Sneewittchen .', '83. Hans im Glück .')	0
('53. Sneewittchen .', '84. Hans heirathet .')	0
('53. Sneewittchen .', '85. Die Goldkinder .')	0
('53. Sneewittchen .', '86. Der Fuchs und die Gänse .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '56. Der Liebste Roland .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '58. Der Hund und der Sperling .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '59. Der Frieder und das Catherlieschen .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '61. Das Bürle .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '65. Allerleirauh .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '66. Häsichenbraut .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '67. Die zwölf Jäger .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '68. De Gaudeif un sien Meester .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '71. Sechse kommen durch die ganze Welt .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '72. Der Wolf und der Mensch .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '74. Der Fuchs und die Frau Gevatterin .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '76. Die Nelke .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '77. Das kluge Grethel .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '78. Der alte Großvater und der Enkel .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '79. Die Wassernixe .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '80. Von dem Tode des Hühnchens .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '81. Bruder Lustig .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '82. De Spielhansl .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '83. Hans im Glück .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '84. Hans heirathet .')	0
('54. Der Ranzen , das Hütlein und das Hörnlein .', '86. Der Fuchs und die Gänse .')	0
('55. Rumpelstilzchen .', '58. Der Hund und der Sperling .')	0
('55. Rumpelstilzchen .', '59. Der Frieder und das Catherlieschen .')	0
('55. Rumpelstilzchen .', '61. Das Bürle .')	0
('55. Rumpelstilzchen .', '62. Die Bienenkönigin .')	0
('55. Rumpelstilzchen .', '63. Die drei Federn .')	0
('55. Rumpelstilzchen .', '65. Allerleirauh .')	0
('55. Rumpelstilzchen .', '66. Häsichenbraut .')	0
('55. Rumpelstilzchen .', '68. De Gaudeif un sien Meester .')	0
('55. Rumpelstilzchen .', '69. Jorinde und Joringel .')	0
('55. Rumpelstilzchen .', '71. Sechse kommen durch die ganze Welt .')	0
('55. Rumpelstilzchen .', '72. Der Wolf und der Mensch .')	0
('55. Rumpelstilzchen .', '73. Der Wolf und der Fuchs .')	0
('55. Rumpelstilzchen .', '74. Der Fuchs und die Frau Gevatterin .')	0
('55. Rumpelstilzchen .', '75. Der Fuchs und die Katze .')	0
('55. Rumpelstilzchen .', '77. Das kluge Grethel .')	0
('55. Rumpelstilzchen .', '78. Der alte Großvater und der Enkel .')	0
('55. Rumpelstilzchen .', '80. Von dem Tode des Hühnchens .')	0
('55. Rumpelstilzchen .', '81. Bruder Lustig .')	0
('55. Rumpelstilzchen .', '82. De Spielhansl .')	0
('55. Rumpelstilzchen .', '84. Hans heirathet .')	0
('55. Rumpelstilzchen .', '85. Die Goldkinder .')	0
('55. Rumpelstilzchen .', '86. Der Fuchs und die Gänse .')	0
('55. Rumpelstilzchen .', 'full corpus')	0
('56. Der Liebste Roland .', '57. Der goldene Vogel .')	0
('56. Der Liebste Roland .', '59. Der Frieder und das Catherlieschen .')	0
('56. Der Liebste Roland .', '60. Die zwei Brüder .')	0
('56. Der Liebste Roland .', '61. Das Bürle .')	0
('56. Der Liebste Roland .', '62. Die Bienenkönigin .')	0
('56. Der Liebste Roland .', '63. Die drei Federn .')	0
('56. Der Liebste Roland .', '64. Die goldene Gans .')	0
('56. Der Liebste Roland .', '65. Allerleirauh .')	0
('56. Der Liebste Roland .', '66. Häsichenbraut .')	0
('56. Der Liebste Roland .', '68. De Gaudeif un sien Meester .')	0
('56. Der Liebste Roland .', '71. Sechse kommen durch die ganze Welt .')	0
('56. Der Liebste Roland .', '72. Der Wolf und der Mensch .')	0
('56. Der Liebste Roland .', '73. Der Wolf und der Fuchs .')	0
('56. Der Liebste Roland .', '74. Der Fuchs und die Frau Gevatterin .')	0
('56. Der Liebste Roland .', '75. Der Fuchs und die Katze .')	0
('56. Der Liebste Roland .', '77. Das kluge Grethel .')	0
('56. Der Liebste Roland .', '78. Der alte Großvater und der Enkel .')	0
('56. Der Liebste Roland .', '80. Von dem Tode des Hühnchens .')	0
('56. Der Liebste Roland .', '81. Bruder Lustig .')	0
('56. Der Liebste Roland .', '82. De Spielhansl .')	0
('56. Der Liebste Roland .', '84. Hans heirathet .')	0
('56. Der Liebste Roland .', '85. Die Goldkinder .')	0
('56. Der Liebste Roland .', '86. Der Fuchs und die Gänse .')	0
('57. Der goldene Vogel .', '59. Der Frieder und das Catherlieschen .')	0
('57. Der goldene Vogel .', '61. Das Bürle .')	0
('57. Der goldene Vogel .', '65. Allerleirauh .')	0
('57. Der goldene Vogel .', '66. Häsichenbraut .')	0
('57. Der goldene Vogel .', '67. Die zwölf Jäger .')	0
('57. Der goldene Vogel .', '71. Sechse kommen durch die ganze Welt .')	0
('57. Der goldene Vogel .', '72. Der Wolf und der Mensch .')	0
('57. Der goldene Vogel .', '76. Die Nelke .')	0
('57. Der goldene Vogel .', '77. Das kluge Grethel .')	0
('57. Der goldene Vogel .', '78. Der alte Großvater und der Enkel .')	0
('57. Der goldene Vogel .', '79. Die Wassernixe .')	0
('57. Der goldene Vogel .', '80. Von dem Tode des Hühnchens .')	0
('57. Der goldene Vogel .', '82. De Spielhansl .')	0
('57. Der goldene Vogel .', '84. Hans heirathet .')	0
('58. Der Hund und der Sperling .', '60. Die zwei Brüder .')	0
('58. Der Hund und der Sperling .', '61. Das Bürle .')	0
('58. Der Hund und der Sperling .', '62. Die Bienenkönigin .')	0
('58. Der Hund und der Sperling .', '63. Die drei Federn .')	0
('58. Der Hund und der Sperling .', '65. Allerleirauh .')	0
('58. Der Hund und der Sperling .', '66. Häsichenbraut .')	0
('58. Der Hund und der Sperling .', '67. Die zwölf Jäger .')	0
('58. Der Hund und der Sperling .', '70. Die drei Glückskinder .')	0
('58. Der Hund und der Sperling .', '72. Der Wolf und der Mensch .')	0
('58. Der Hund und der Sperling .', '73. Der Wolf und der Fuchs .')	0
('58. Der Hund und der Sperling .', '74. Der Fuchs und die Frau Gevatterin .')	0
('58. Der Hund und der Sperling .', '76. Die Nelke .')	0
('58. Der Hund und der Sperling .', '77. Das kluge Grethel .')	0
('58. Der Hund und der Sperling .', '79. Die Wassernixe .')	0
('58. Der Hund und der Sperling .', '81. Bruder Lustig .')	0
('58. Der Hund und der Sperling .', '82. De Spielhansl .')	0
('58. Der Hund und der Sperling .', '84. Hans heirathet .')	0
('58. Der Hund und der Sperling .', '86. Der Fuchs und die Gänse .')	0
('59. Der Frieder und das Catherlieschen .', '60. Die zwei Brüder .')	0
('59. Der Frieder und das Catherlieschen .', '61. Das Bürle .')	0
('59. Der Frieder und das Catherlieschen .', '62. Die Bienenkönigin .')	0
('59. Der Frieder und das Catherlieschen .', '63. Die drei Federn .')	0
('59. Der Frieder und das Catherlieschen .', '65. Allerleirauh .')	0
('59. Der Frieder und das Catherlieschen .', '66. Häsichenbraut .')	0
('59. Der Frieder und das Catherlieschen .', '67. Die zwölf Jäger .')	0
('59. Der Frieder und das Catherlieschen .', '69. Jorinde und Joringel .')	0
('59. Der Frieder und das Catherlieschen .', '70. Die drei Glückskinder .')	0
('59. Der Frieder und das Catherlieschen .', '72. Der Wolf und der Mensch .')	0
('59. Der Frieder und das Catherlieschen .', '73. Der Wolf und der Fuchs .')	0
('59. Der Frieder und das Catherlieschen .', '74. Der Fuchs und die Frau Gevatterin .')	0
('59. Der Frieder und das Catherlieschen .', '75. Der Fuchs und die Katze .')	0
('59. Der Frieder und das Catherlieschen .', '76. Die Nelke .')	0
('59. Der Frieder und das Catherlieschen .', '77. Das kluge Grethel .')	0
('59. Der Frieder und das Catherlieschen .', '79. Die Wassernixe .')	0
('59. Der Frieder und das Catherlieschen .', '80. Von dem Tode des Hühnchens .')	0
('59. Der Frieder und das Catherlieschen .', '81. Bruder Lustig .')	0
('59. Der Frieder und das Catherlieschen .', '82. De Spielhansl .')	0
('59. Der Frieder und das Catherlieschen .', '83. Hans im Glück .')	0
('59. Der Frieder und das Catherlieschen .', '84. Hans heirathet .')	0
('59. Der Frieder und das Catherlieschen .', '86. Der Fuchs und die Gänse .')	0
('60. Die zwei Brüder .', '61. Das Bürle .')	0
('60. Die zwei Brüder .', '65. Allerleirauh .')	0
('60. Die zwei Brüder .', '66. Häsichenbraut .')	0
('60. Die zwei Brüder .', '68. De Gaudeif un sien Meester .')	0
('60. Die zwei Brüder .', '69. Jorinde und Joringel .')	0
('60. Die zwei Brüder .', '73. Der Wolf und der Fuchs .')	0
('60. Die zwei Brüder .', '74. Der Fuchs und die Frau Gevatterin .')	0
('60. Die zwei Brüder .', '77. Das kluge Grethel .')	0
('60. Die zwei Brüder .', '78. Der alte Großvater und der Enkel .')	0
('60. Die zwei Brüder .', '79. Die Wassernixe .')	0
('60. Die zwei Brüder .', '80. Von dem Tode des Hühnchens .')	0
('60. Die zwei Brüder .', '81. Bruder Lustig .')	0
('60. Die zwei Brüder .', '82. De Spielhansl .')	0
('60. Die zwei Brüder .', '83. Hans im Glück .')	0
('60. Die zwei Brüder .', '84. Hans heirathet .')	0
('60. Die zwei Brüder .', '85. Die Goldkinder .')	0
('60. Die zwei Brüder .', '86. Der Fuchs und die Gänse .')	0
('61. Das Bürle .', '62. Die Bienenkönigin .')	0
('61. Das Bürle .', '64. Die goldene Gans .')	0
('61. Das Bürle .', '65. Allerleirauh .')	0
('61. Das Bürle .', '67. Die zwölf Jäger .')	0
('61. Das Bürle .', '68. De Gaudeif un sien Meester .')	0
('61. Das Bürle .', '69. Jorinde und Joringel .')	0
('61. Das Bürle .', '70. Die drei Glückskinder .')	0
('61. Das Bürle .', '71. Sechse kommen durch die ganze Welt .')	0
('61. Das Bürle .', '72. Der Wolf und der Mensch .')	0
('61. Das Bürle .', '75. Der Fuchs und die Katze .')	0
('61. Das Bürle .', '76. Die Nelke .')	0
('61. Das Bürle .', '77. Das kluge Grethel .')	0
('61. Das Bürle .', '79. Die Wassernixe .')	0
('61. Das Bürle .', '82. De Spielhansl .')	0
('61. Das Bürle .', '86. Der Fuchs und die Gänse .')	0
('62. Die Bienenkönigin .', '65. Allerleirauh .')	0
('62. Die Bienenkönigin .', '66. Häsichenbraut .')	0
('62. Die Bienenkönigin .', '67. Die zwölf Jäger .')	0
